content,score
gajelas kdg promo ny gabisa di pakai trs juga udh co malah di batalkan sistem,2
ok,5
bagus keren pokoknya,4
cukup baik dan sangat memudahkan mencari suatu produk dan harga terjangkau.,4
ok,5
"Akun tokped ku kenapa ya, kok tiba2 banyak barang 18+ yg muncul di berandaku. padahal ga pernah buka aneh-aneh kek gitu. pencarian safe nya udah ku nyalain tapi ttp ada barang dewasa yang muncul. satu2 barangnya udh ku report/tidak tertarik tapi malah makin banyak🗿",1
cepat dan akurat.,5
mudah dan cepat prosesnya,5
gk bs update trs cb download ulangpun tak bs,1
belanja saja di TOKOPEDIA # MURAH - CEPAT - ORIGINAL #,5
sistem refund nya ribet atau pengembalian dana nya,5
Bagus banget barangnya juga murah murah,5
Terima kasih,5
mengerikan refund dana dari tanggal 5 maret sampai sekarang tanggal 5 april belum cair. beli sopi maksimal 3 hari dah cair,1
belanja di sini keamanan yang tdk terjamin. admin lebih berpihak ke penjual. membiarkan akun penipu berkeliaran.,1
aplikator penipu yg isinya penjual penipu yg jual barang rusak...,1
"pas saya masuk ada spin buat dapetin voucher 250 rb,setelah dapet di suruh buat belanja 1 barang untuk syrat dapetin voucher 250rb,setelah belanja 1barang voucher gada hilang gatau kemana,pembohongan kah,tolong di perbaiki🙏",1
pesan di Tokopedia lama banget udah mah pengirimannya di tunda ke besok hari terus udah 4 hari masih stuck di jakarta,1
"Mengapa Akhir-akhir ini Tidak ada balasan sama sekali, saat saya Chat? Seperti Chat saya tidak bisa dilihat dan dibaca oleh Seller atau Penjual. Hal ini sudah terjadi kira-kira lebih dari 2 bulan. Tolong Normalkan kembali Sistem Chat Tokopedia.",3
Parah bener . . . di sebelah pengajuan pembatalan menunggu konfirmasi penjual max 24 jam . . . kadang kalo chat operator aplikasi . . . 6 jam udah batal. . . disini 3 x 24 jam . . . mau order ditoko lain takut double order . . . parah bener,1
bagus,5
entah kenapa abis lebaran paket tidak di kirim² padahal sudah lewat 7hari di semua toko pun sama aja,1
"kurang ada gratis ongkirnya, terus diskonnya juga dikit banget, saran aja fitur yang bisa cod di banyak in saya sering banget kendala di batalkan oleh sistem, itu mksdunya gmn?",2
"ntah knp setiap input nomor telfon kalo copy paste dari whatsapp selalu 2 nomor belakang hilang. tolong lah buat pihak tokopedia kalo gini kita² yang itunganny ""lalai"" barang ny ga nyampe² ntah alamat udah bener apa kurang jelas, bisa kali di panjangin batas nomorny, mau ga mau di cancel orderanny untung masih diproses",3
terbaik,5
"barusan kurir SMS dan bilang, uang pembayaran belum masuk, bayar lewat ovo, saya jawab bukannya sudah dibayar toko pedia, tidak ada jawaban, mencurigakan, dan saya batalkan pesanan saya, di rubah jangan hanya kurir standar, kargo, ekonomi, same day, instan, reguler, kasih penjelasan, misalnya J&T, JNE, hanya beberapa saja, semua store ada, saya sering debat dengan orang tua, karena paket, sampai ke rumah orang tua, bukan ke saya",1
"bagus, respon nya cukup baik, pengiriman juga cepat",5
"Advan Notebook,pembatalannya mudah",5
belanja cepat harga pas,5
hemat cepat free ongkir. mantab.,5
semoga amanah,4
tetep semangat dan amanah,4
sangat terpercaya,5
ok bgt,5
Ga bisa di donwload,1
bagus,5
Aplikasi yang bagus,5
𝚋𝚊𝚐𝚞𝚞𝚞𝚜 𝚛𝚎𝚌𝚘𝚖𝚖𝚎𝚗𝚍𝚎𝚍 𝚋𝚊𝚗𝚐𝚎𝚝,5
"KECEWA BANGET SAMA TOKOPEDIA.. pesen barang tgl 19 Maret 2025 beberapa jam kemudian ku batalkan (ada ulasan pembeli lain terjadi penipuan) tapi harus nunggu disetujui oleh penjual, padahal barang juga belum dikemas. Aku pantau baru dikirim malam tgl 26 Maret, Saat paket diterima 28 Maret ternyata benar BARANG TIDAK SESUAI PESANAN (PESAN MINYAK SUNCO 1Dus DATANG CASE HP).. langsung lanjut proses retur hari itu, sampai sekarang tgl 5 April 2025 belum ada kejelasan. JAUH LEBIH BAIK SHOPEE & LAZADA",1
"heraann bgtt setiap beli sesuatu pasti di batalin otomatis,kalau emang karena akun aku baru alesan penyalah gunaan promo atau lain²,gatau ajaa orng no aku yg awal dah kedaluarsa gabisa di pake mau gimana lagi ya bikin akun lagi,ini setiap beli sesuatu di batalin otomatis terus saya harus beli apaa kalau terus² an kek gitu??yaudah sih uninstal aja kalau gaadaa perbaikan atau solusi masalah ini mahh saya pindah aja ke toko oren terus. heran bgt dah",1
best lah,5
"ini gimana ya tokped, padahal di etalase produk ada tulisan bisa cod giliran di co ga bisa cod tolong dong ini maksudnya apa ya, dan ini di beberapa toko/produk yang beda padahal jelas jelas ada tulisan bisa cod giliran di co ga bisa dan ini sering kejadian terus kadang bahkan error ga bisa di co produknya",3
bagus,5
"Sangat mengecewakan lebih dari 5 tahun saya mengunakan tokopedia, jelas2 saya mengalami penipuan dri penjual tp tokopedia tidak profesional dalam menangani masalah. Hati2 sekarang banyak penipuan di tokopedia dan tokopedia tdak menyelesaikan dengan baik. Saya pesan dari tokopedia dikirim dari shopee tokopedia tdak ada tindakan. Dan membiarkan dan meneruskan pembayaran kepada penjualnya",1
"mantab, gw dapet pulsa Telkomsel murah dari Tokopedia 😂",5
"penjual di Tokopedia kurang gercep untuk mengirim barang, Krn mungkin dari pihak Tokopedia juga batas pengirimannya dibiarkan bebas sampai berhari², harus 1x24 jam batas pengiriman, kecuali toko sedang libur, dan juga chat yg sudah lama dengan toko, ga bisa dihapus, biasanya tekan lama akan muncul pilihan hapus, skrg ga bisa, knp Tokopedia semakin menurun performanya. CS Tokopedia jga sangat lamban, perlu waktu berjam² untuk membalas chat, apaan katanya cs tapi payah",1
"Aplikasi jelek pengajuan penarikan saldo lambat cara kerjanya 3-5 hari, terus kalo org udah ga ada uang LG tapi pengen belanja harus nunggu penarikan saldo duluuuuu payah.",1
"Pengirimannya lama, udah hampir 3 hari masih dikota sipengirim karna discount gratis ongkir barangnya ga diprioritaskan untuk dikirim, padahal pake yang J&T Express, mungkin kalo dibandingkan dengan toko sebelah yang orange kelas pengiriman hemat tapi ga selambat ini sih 4 hari sampe klopun hemat.",5
good,4
mudah,5
oke pelayanan nya,5
"Klo ada kendala tentang jasa kirim tdk ada solusi.Misal barang d kirim tetiba ada notif alamat pembeli tdk d temukan,padahal udah capek belanja dg alamat sama.Kurir tak ada konfirmasi ke WA,sehingga susah buat cek tracking barang.Percuma bayar lebih jasa kirim eh...kurirnya dong2 gk paham area.Terpaksa mundur lagi tgl penerimaan barang.Pikir2 klo mau belanja trus cashless. Proses ribet refundnya,hrus nunggu seller trima/tdk.",1
"ini kenapa katanya pengguna baru mendapatkan hadiah 250rb dari spin setelah membeli 2 barang, tapi kenapa setelah saya pesan 2 kenapa hadiah nya tidak ada?? berbohong??",1
bagus banget cepat langsung diproses makasih,5
"pelayananan yang payah, ribet, mending shopee",1
mantaappp pelayananya,5
bagus bgt,5
good,5
suka sama tokopedia harga nya murah banget banyak diskon nya the best pokonya,5
"sangat cocok, hanya saja tolong diperbaiki bug saat mencari barang di kolom pencarian kadang kata kunci tidak sesuai, padahal sudah di bikin singkat katanya",4
ongkirnya Ya Allah😔,1
"maaf untuk Tokopedia saya baru pertama memakai tokopedia sangat kecewa skli saya pesen tanggal 29 Maret 2025 estimasi tiba tanggal 2 April oke lah agak telat karna abis lebaran tapi ini saya chat tokonya gada respon sama skli sedangkan itu barang saya beli untuk kado ulang tahun mamah saya Ampe skrng blm dtng dan gada respon chat dari penjual,saya mengajukan pembatalan tanggal 3 karna dari tanggal 31 saya chat nanyain kapan pengiriman gada respons SMA skli smpe saya span chat Ampe skrngpun gada",1
"nyesel gua belanja di sini pengiriman nya terlalu lama,(kecewa).",1
Tokopedia mantaps dengan memberikan berbagai bonus dan discount,5
belanja lebih mudah,5
mantap,5
"saran saya jgn berbelanja disini, karna saya udh tf tapi udh 1 hr masih di proses, dan saya cht penjual malah di baca dong gk ada respon sama sekali apk hama",1
oke semoga barokah,5
ini gimna siih gw punya dana 100k tpi gk kedetek,1
pengirimannya selalu lama ga kaya oren,1
"napa sih mau ngaitin ke dana harus pakai nomor yg sama, klarifikasi nya harus pakai wa orang nomor dana aja gak dipakai wa, bikin ribet aja",1
cukup menarik,5
"gak bisa hunting barang lagi, mgkn karena punya ku android 11 kali yaa",2
👍👍👍👍👍,5
good job dady,5
ok,5
"pembatalan otomatis,sistem paling ampas",1
ok,5
iklan tokopedia sangat mengangu jadi saya hapus aplikasinya,5
"ampun dah, mending toko sebelah saja",1
ok mantaasppp,4
sangat mudah,5
selamat dan bahagia 2025,5
semoga membawa berkah,5
pengiriman nya sangat lama.,1
"Tolong kurir rekomendasi kasih pilihan ke konsumen, atau jika lebih dari 3 hari tidak di pick-up tolong pindah kurir segera. Jika kurir rekomendasimu tidak bergerak sama sekali untuk pick-up, JADI SEGERA PINDAHKAN KE KURIR YANG LAIN!",1
top markotop,5
"bisa g sih ubah kurir rekomendasi berdasarkan pengalaman konsumen? berkali kali berurusan dengan ekspedisi j&t selalu lelet, telat & tidak kunjung diambil oleh pihak ekspedisi, tapi selalu jadi rekomendasi dari tokopedia, bisa diubah ke sicepat/id express, sebagai konsumen saya sangat kecewa berat.",2
aplikasinya bagus lengkap dan mudah,5
bagus sekali,5
apk nggak jelas.. seller di tokped pada turu. orderan q nggak diproses sampe batal otomatis. berkali kali kaya gitu.,1
anjr makin parah bug nya itu menu pencarian di hapus aja kalau ang gam bisa di gunakan,1
bagus,5
"sungguh membingungkan belanja di sini , dapat vocer banyak giliran d pakai g bisa",1
oke makasih kerja sama nya pokoknya mantap lah,5
tidak di temukan waktu terakhir online penjual nya.. harap di perbaiki lagi,3
kenapa ga bisa upload produk woii,5
kenapa pencarian saya tidak bisa berfungsi seperti biasa?,1
ok.bagus,5
ok,5
bagus,4
"Bintang 3 dlu aja, masalahnya selalu di kurir sih menurut saya.. masih area jakarta aja bisa ampe 4 hari baru nyampe barangnya",3
apakah bisa bayar di tempat,3
"terus aja minta update aplikasi, dikit dikit minta update , bye sekarang saya milih toko oren",1
ok,5
kcwa skl sm apk tokped tiap x mau buka n blnja hrs slu update smp brulang x tp ttep g bisa dgunakn apk nya,2
sy kasih 5 bintang walau punya keluhan. Di haris yg sma sy order barang di dua aplikasi yg berbeda .aplikasi sebelah barang sudah sy terima kemarin..yg ini masih nunggu,5
pencarian tokopedia error sejak tadi malam. tolong di perbaiki,4
Ada masalah/keluhan langsung ditanggapi dan sekarang bener lagi. Mantap toped 👍,5
"min kok di menu pencarian sekarang tiap mao ketik barang elektronik udh gak bisa, contoh cari PS4, Xbox, Vape dan sejenisnya udh gak tersedia... why... kenapa harus cari dibrowser sih... ribet banget... pengguna android jadi di susahin begini, dikit² browser, buat apa ada app di android kalo cari yang di inginkan malah di suruh buka pakai browser... aneh... bukanya malah bagus, ini malah sebaliknya... kalah sama shopee",1
wawww,5
tokopedia malah makin susah untuk batalin pesanan yg susah dikirim malah harus nunggu tanggapan penjual & ketika co masuk langsung status proses & tidak dapat di batalkan,2
sangat mengecewakan saya udh mesan lama barang gak datng uang entah kmn pokok nya jangan pake aplikasi ini buat belanja online mending aplikasi sebelah lebih jelas lebih cepat lebih murah dari pada ini paket gk datang nunggu nya lama uang entah kmn hadehhh,1
"TOKOPEDIA aku mau ngucapin makasiii buatt tokopedia karnaa banyak bgt diskon murah jadii aku bisa belanja dengan hemat, pliss tokped harus jadi platform online shop nomor 1.🤩🤩🤩",5
yang saya suka dari Tokopedia skrng bayar bisa menggunakan e-wallet seperti dana jadi gak perlu ribet harus top up ke aplikasi lain. untuk kedepannya mungkin UI jangan terlalu diperberat seperti toko sebelah,5
min..per tanggal 04 april 2025 kolom search d tokopedia mobile tidak bisa digunakan. saya coba keyword apapun hasilnya produk tidak ditemukan.,5
mantap,5
tolong banyakin diskonnya,4
untuk soal pengambalian barang sangat rumit dan akhirnya merugikan penjual dan pembeli. saat itu saya diarahkan menggunakan si cepat. ternyata saat saya beli barang nya hancur. dan saat pengembalian barangnya makin hancur dan menghilang. dri pihak tokped tidak mengembalikan secara full termasuk ongkir balik yg saya bayar. ini sama aja penjual kehilangan barang dan pembeli mengalami kerugian dana dan repot nya saat retur. padahal ini kesalahan kurir si cepat,2
bagus,5
sangat bagus..,5
bagi yg mau transaksi jutaan lebih baik hati hati aplikasi ini tak aman...,1
sekedar saran untuk developernya tolong untuk fitur lacak diberi keterangan tempat yang lebih signifikan seperti di toko sebelah yang bisa dilihat dari google maps,5
"makin kesini makin buruk aja tokopedia asli pengguna baru tapi gak dapet promo & gratis ongkir udah gitu ketika check out error terus, kalo terus kayak gini lama lama bisa bangkrut kalah sama toko sebelah",1
"kolom pencarian error,pencarian barang selalu tidak di temukan,padahal kemarin nyari apa aja ketemu,ini yg sudah ada di history pun tidak di temukan",2
"semenjak update terbaru, jd susah cari produk",2
"Mau Nyari Produk Di Pencarian Selalu Keseringan Produk Tidak Di Temukan , Jelas Jelas Sudah Pernah Beli Itu Produk. Sistem Pencariannya Kurang Bagus Gak Kaya Shopee Atau Lazada Yang Pakai Kata Kunci Pencarian Dengan Mudah. Dan Pas Di Scroolllll Mayoritas Tokonya Itu Itu Saja Dan Barangnya Itu Itu Saja. Bener Bener Berbeda Dari 2 Aplikasi Yang Saya Sebutkan. Sedikit Kecewa Sama Pencarian / Kata Kunci Buat Nyari Barangnya. 👎👎",1
"sering dibuat kecewa, promo potongan harga sering hilang. tidak konsisten setiap hari🙏",1
okelah belanja di Tokopedia,5
"tapi saat ini lagi gak bisa cari item/barang selalu tampil ""oops, produk enggak ditemukan"" tq",5
kenapa pencariannya selalu tidak ditemukan?!! sebelumnya masih normal,1
maaf kak. barusan kenapa ya saya ketik di pencarian kolom barang hasilnya nihil pdhl di kolom toko ada. mohon bantuannya,3
mantap,5
PENCARIAN ERROR MULU DRI KEMARIN. IT KALIAN GAK KERJA?,1
"jadi aneh dan kayak orang idiot,masa gak bisa nyari barang di pencarian,bukan makin gampang malah di bikin susah,bodoh sekali sih ini manajemennya",5
gak bisa search produk.... apapun kata kuncinya sampai kata kunci sepatu pun tetap produk tidak ditemukan parahhhh ngebugs nya,1
tidak bisa search produk?,1
"tiap hari ganti tampilan, bikin bingung bikin mumet",1
"sudah 2 kali beli di tokopedia selalu diproses sampe berminggu minggu hingga dana dikembalikan, tolong ya admin tokopedia suruh para penjual lebih gesit tanggap dan menjawab semua pertanyaan pembeli dan juga mengirim barang sesuai jadwal bila tidak sesuai jadwal kembali uang dana dihari dimana harus di kirimkan ini sungguh membuat ku marah beberapa hari ini.",1
menu pencarian kenapa muncul pesan barang tdk ditemukan?,5
bagus banyak promo,5
"di pakai buat penipuan, tidak ada tindakan dan tanggung jawab dari pihak aplikasi",1
"bagus, tapi ngak ketemu fitur Tokopedia seru gimana bisa dah udah capek cari fitur nya ngak ketemu, developer tolong dong kok ngak ada fitur Tokopedia play",4
aplikasi tolol search engine gak berfungsi sama sekali,1
"menurutku dari segi fitur masih enakan shopee 🙂, maaf ya.. just my opinion, hal2 simple kyk free ongkir bisa digunakan ke semua ( wlpun bukan star seller ) cmn org yg jual brg second di shopee, trs pembeli masih bisa edit alamat ( selama bbrp menit ) setelah CO klo misal alamat tujuan keliru, rating buat kurir, dan masih byk lagi .. oiya , buat jual brg second enakan di shopee gada potongan sama sekali, di tokped ada 😁 brp persen dari penjualan",4
"TOKOPEDIA gangguan sistem,,,dari tanggal 4 sampai 5 april ,,,jam 8 pagi,,,,setiap ketik kata kunci (barang).....""""""Opps,,Barang tidak ditemukan....""""""""",1
ini kenapa toped di pencarian barang semua kata kunci tidak di temukan?,1
pencarian selalu error dengan alasan coba cari produk rekomendasi dibawah😕,2
"eror lagi di pencarian keterangan ""ganti kata kunci"". Gimana nih.... pakai kunci gembok gitu.....",2
siplah pokok na,4
cari produk apapun kok gak bisa kenapa?,1
semoga lebih detail dr proses pengiriman dan nama handphone kurir,4
"tokped kenapa sih? masa cari sandal selop pria aja KATA KUNCI TIDAK COCOK, itu padahal keyword umum, makin aneh nih aplikasi",1
"Pembayaran combine sudah tidak bisa, sangat disayangkan ..sad",3
memuaskan,5
"ada bug nya skarang, gak bisa searching... hasilnya selalu tidak ada produk yg sesuai kalo searching item... kalo searching seller masih normal... tolong diperbaiki...",3
search barang kok tulisannya selalu produk tidak ditemukan gimana sih.,1
mantep kak,5
"udah mah potongan makin gede,, 2-3 hari terakhir fitur search nya gabisa dipake.. munculnya "" produk tidak ditemukan/ kata kunci salah"" / gunakan rekomendasi produk dibawah... woi.. ini kenapa UI nya makin aneh? gabisa search barang, trus harus beli sesuai rekomendasi gituh?",1
